nevek	nem (1=férfi, 2=nő)
Szabrina	2
Szaffi	2
Szafia	2
Szafira	2
Szalima	2
Szalóme	2
Szalvia	2
Szamanta	2
Szamia	2
Szamira	2
Szamóca	2
Szandra	2
Szangítá	2
Szániva	2
Szanna	2
Szantána	2
Szantina	2
Szaraszvati	2
Szaszkia	2
Száva	2
Szavanna	2
Szavéta	2
Szavina	2
Szávitri	2
Szébra	2
Szeder	2
Szederke	2
Szedra	2
Szegfû	2
Szeléna	2
Szelina	2
Szelli	2
Szellõ	2
Szellõke	2
Szelma	2
Szemerke	2
Szemira	2
Szemirámisz	2
Szemõke	2
Szende	2
Szendi	2
Szendike	2
Szendile	2
Szengláhák	2
Szénia	2
Szenta	2
Szépa	2
Szépe	2
Szera	2
Szerafina	2
Szerah	2
Szeréna	2
Szerénke	2
Szerkõ	2
Szevda	2
Szeverina	2
Szezen	2
Szibell	2
Szibella	2
Szibill	2
Szibilla	2
Szidalisz	2
Szidi	2
Szidónia	2
Sziéna	2
Szierra	2
Sziglind	2
Szilárda	2
Szille	2
Szilva	2
Szilvána	2
Szilvesztra	2
Szilvi	2
Szilvia	2
Szimin	2
Szimka	2
Szimóna	2
Szimonett	2
Szimonetta	2
Szindi	2
Színes	2
Szinta	2
Szintia	2
Szira	2
Szíra	2
Szirén	2
Sziri	2
Sziringa	2
Szirka	2
Szirom	2
Szironka	2
Szítá	2
Szivárvány	2
Szixtin	2
Szixtina	2
Szkarlett	2
Szkilla	2
Szmirna	2
Sznezsana	2
Szofi	2
Szofia	2
Szófia	2
Szofiana	2
Szofiána	2
Szofianna	2
Szofinett	2
Szofrónia	2
Szohéila	2
Szolanzs	2
Szolina	2
Szona	2
Szonja	2
Szonóra	2
Szoraja	2
Szoria	2
Szorina	2
Szörénke	2
Sztavrula	2
Sztefani	2
Sztella	2
Sztilla	2
Szulamit	2
Szulejka	2
Szulikó	2
Szulita	2
Szultána	2
Szurina	2
Szüntüké	2
Szüvellõ	2
Szvetlana	2
Szvetlána	2
Tábita	2
Tácia	2
Taciána	2
Taisza	2
Tália	2
Talita	2
Tallula	2
Támár	2
Tamara	2
Tamila	2
Tamina	2
Tamira	2
Tanázia	2
Tanita	2
Tánya	2
Tara	2
Tarzícia	2
Tatjána	2
Tavasz	2
Tavaszka	2
Tea	2
Tegza	2
Tekla	2
Telka	2
Telma	2
Témisz	2
Téna	2
Ténia	2
Teobalda	2
Teodolinda	2
Teodóra	2
Teodózia	2
Teofánia	2
Teofila	2
Teónia	2
Tercia	2
Teréz	2
Tereza	2
Teréza	2
Terézia	2
Teri	2
Terka	2
Terra	2
Tertullia	2
Tessza	2
Tétisz	2
Tia	2
Tiana	2
Tiána	2
Tiara	2
Tícia	2
Ticiána	2
Tifani	2
Tikva	2
Tilda	2
Tília	2
Tilla	2
Tímea	2
Timona	2
Timótea	2
Tina	2
Tinetta	2
Tinka	2
Tira	2
Tíra	2
Tirca	2
Tíria	2
Tirza	2
Titánia	2
Titanilla	2
Titti	2
Tittína	2
Tóbia	2
Tomázia	2
Tomazina	2
Topáz	2
Toszka	2
Triniti	2
Triszta	2
Trixi	2
Trudi	2
Túlia	2
Tulipán	2
Tullia	2
Tünde	2
Tündér	2
Tündi	2
Tûzvirág	2
Uljána	2
Ulla	2
Ulrika	2
Úna	2
Uránia	2
Urbána	2
Urszula	2
Urzula	2
Urzulina	2
Uzonka	2
Üdvöske	2
Üne	2
Ünige	2
Ünõke	2
Vadvirág	2
Valburga	2
Valencia	2
Valentina	2
Valéria	2
Valetta	2
Valina	2
Vanda	2
Vanessza	2
Vanília	2
Vanilla	2
Vanna	2
Varínia	2
Vásti	2
Vaszilia	2
Vaszília	2
Vasziliki	2
Veca	2
Véda	2
Vélia	2
Velmira	2
Vendela	2
Vendelina	2
Vendi	2
Vénusz	2
Vera	2
Veránka	2
Verbéna	2
Veréna	2
Verita	2
Verka	2
Verna	2
Veron	2
Verona	2
Veronika	2
Veronka	2
Veselke	2
Veszna	2
Veszta	2
Véta	2
Vetti	2
Vetúria	2
Via	2
Vica	2
Viki	2
Vikta	2
Viktória	2
Viktorina	2
Vilászini	2
Vilde	2
Vilhelma	2
Vilhelmina	2
Vilja	2
Villõ	2
Vilma	2
Vilora	2
Vilté	2
Vincencia	2
Viola	2
Violenta	2
Violet	2
Violett	2
Violetta	2
Viorika	2
Virág	2
Virgília	2
Virgínia	2
Víta	2
Vitália	2
Vitolda	2
Vivi	2
Viviána	2
Vivianna	2
Vivien	2
Vivika	2
Vrinda	2
Vrindávani	2
Vulfia	2
Xavéria	2
Xénia	2
Xenodiké	2
Zada	2
Zádorka	2
Zafira	2
Zahara	2
Zahira	2
Zaina	2
Zája	2
Zakária	2
Zalánka	2
Záli	2
Zamfira	2
Zamina	2
Zamira	2
Zamíra	2
Zana	2
Zara	2
Zarina	2
Zazi	2
Zdenka	2
Zea	2
Zéfi	2
Zefira	2
Zejna	2
Zejnep	2
Zéla	2
Zelda	2
Zélia	2
Zelina	2
Zelinda	2
Zelinde	2
Zeline	2
Zelinke	2
Zelka	2
Zella	2
Zelli	2
Zelma	2
Zelmira	2
Zena	2
Zéna	2
Zenge	2
Zengõ	2
Zenina	2
Zenke	2
Zenkõ	2
Zenna	2
Zenóbia	2
Zenta	2
Zeta	2
Zetta	2
Zetti	2
Zia	2
Ziara	2
Zília	2
Zille	2
Zimra	2
Zina	2
Zinaida	2
Zinajda	2
Zinka	2
Zita	2
Ziva	2
Ziza	2
Zizi	2
Zlata	2
Zoárda	2
Zoé	2
Zohara	2
Zoja	2
Zója	2
Zolna	2
Zoltána	2
Zomilla	2
Zonera	2
Zonga	2
Zora	2
Zóra	2
Zorina	2
Zorinka	2
Zorka	2
Zosja	2
Zöldike	2
Zulejka	2
Zsadányka	2
Zsaklin	2
Zsáklin	2
Zsálya	2
Zsana	2
Zsanett	2
Zsanin	2
Zsanina	2
Zsanka	2
Zsanna	2
Zsazsa	2
Zsázsa	2
Zsejke	2
Zselinke	2
Zsella	2
Zselyke	2
Zseni	2
Zseraldin	2
Zseráldin	2
Zseraldina	2
Zsinett	2
Zsófi	2
Zsófia	2
Zsófianna	2
Zsóka	2
Zsolna	2
Zsorzsett	2
Zsuzsa	2
Zsuzsanna	2
Zsuzsánna	2
Zsuzsi	2
Zsuzska	2
Zsüliett	2
Zsüsztin	2
